User_ID,User_Name,Join_Date,Last_Login,Monthly_Price,Watch_Hours,Favorite_Genre,Active_Devices,Profile_Count,Parental_Controls,Total_Movies_Watched,Total_Series_Watched,Country,Payment_Method,Language_Preference,Recommended_Content_Count,Average_Rating_Given,Has_Downloaded_Content,Membership_Status,Loyalty_Points,First_Device_Used,Age_Group,Primary_Watch_Time
1303,Ashley,17-06-2023,12-04-2024,11.99,264,Romance,2,1,YES,744,33,Australia,Cryptocurrency,English,29,4.9,YES,Expired,804,Desktop,25-34,Evening
9832,Danielle,21-12-2022,21-11-2024,7.99,380,Drama,2,5,YES,820,17,Australia,PayPal,French,93,3,NO,Expired,4565,Laptop,25-34,Evening
3618,Paul,02-03-2024,12-03-2024,11.99,160,Action,2,1,NO,940,50,Australia,Cryptocurrency,German,71,3,NO,Paused,1095,Desktop,55+,Late Night
7424,Lisa,08-08-2023,13-12-2024,7.99,55,Comedy,4,6,YES,135,138,Germany,Credit Card,French,5,3.4,NO,Expired,1512,Tablet,45-54,Evening
8414,Lisa,13-01-2024,22-11-2024,11.99,70,Drama,2,3,YES,803,51,India,Cryptocurrency,Mandarin,24,3.8,NO,Expired,1422,Laptop,55+,Afternoon
5688,Ashley,27-09-2024,30-11-2024,7.99,256,Drama,3,3,NO,322,199,Canada,Credit Card,English,65,4.5,NO,Expired,147,Smartphone,45-54,Morning
2062,Darren,24-06-2024,24-11-2024,15.99,436,Documentary,5,6,YES,424,111,France,Credit Card,German,64,3.5,YES,Cancelled,4317,Smart TV,45-54,Late Night
5031,Bethany,08-04-2023,27-11-2024,7.99,394,Action,2,6,YES,60,159,UK,PayPal,German,51,3,YES,Paused,3197,Desktop,18-24,Late Night
1162,Steven,28-01-2023,29-11-2024,15.99,131,Sci-Fi,3,3,NO,865,8,India,Debit Card,Spanish,78,4.6,NO,Paused,1413,Smart TV,45-54,Afternoon
6564,James,23-10-2023,12-07-2024,11.99,98,Drama,5,2,YES,526,144,USA,Debit Card,English,10,3.9,YES,Cancelled,747,Laptop,25-34,Afternoon
9298,Christine,06-02-2024,12-04-2024,11.99,276,Comedy,5,4,NO,389,177,France,PayPal,English,19,4.3,NO,Cancelled,1099,Tablet,55+,Evening
4216,Beth,14-03-2024,19-11-2024,11.99,251,Action,3,3,NO,922,106,Australia,Debit Card,Hindi,56,4.3,YES,Cancelled,585,Smartphone,25-34,Late Night
3677,Rebecca,03-08-2023,29-11-2024,7.99,233,Sci-Fi,4,2,YES,485,37,Canada,PayPal,Mandarin,47,3.4,YES,Paused,615,Smartphone,25-34,Afternoon
8453,Eric,17-05-2024,27-11-2024,11.99,136,Romance,2,5,YES,112,181,India,Cryptocurrency,Hindi,15,3.6,NO,Active,2634,Laptop,18-24,Morning
6231,Nicole,24-01-2023,12-07-2024,15.99,248,Horror,1,6,NO,181,13,France,Credit Card,Spanish,43,4.9,YES,Expired,136,Laptop,45-54,Late Night
1481,Mary,20-02-2023,12-01-2024,7.99,180,Documentary,3,4,NO,936,166,UK,Debit Card,English,71,4.9,YES,Expired,4566,Smartphone,45-54,Morning
7400,Allen,05-09-2024,15-12-2024,11.99,254,Action,4,1,YES,406,47,Australia,Debit Card,Mandarin,5,3.6,NO,Paused,3281,Desktop,45-54,Late Night
7447,Stephanie,31-05-2023,20-11-2024,7.99,108,Drama,2,1,NO,717,84,Germany,PayPal,Hindi,82,3.9,NO,Active,1559,Smart TV,35-44,Late Night
4597,Sarah,08-10-2024,13-12-2024,7.99,183,Documentary,4,5,NO,833,154,France,PayPal,German,46,3.9,NO,Cancelled,3113,Tablet,35-44,Evening
3173,Aaron,25-09-2024,12-09-2024,7.99,53,Sci-Fi,2,4,YES,304,49,France,Cryptocurrency,English,57,4.3,NO,Cancelled,3836,Desktop,25-34,Evening
9514,Veronica,06-06-2023,12-10-2024,7.99,120,Horror,3,3,YES,802,31,UK,Debit Card,Hindi,16,4,YES,Active,1522,Laptop,25-34,Evening
4985,Michael,08-11-2023,12-01-2024,7.99,118,Sci-Fi,5,4,NO,522,160,UK,Cryptocurrency,Mandarin,94,4.1,YES,Active,1756,Desktop,18-24,Late Night
4486,Craig,01-05-2024,13-12-2024,7.99,113,Drama,1,1,NO,177,3,Australia,Cryptocurrency,English,69,4.8,NO,Cancelled,1542,Desktop,55+,Late Night
8756,Jessica,22-12-2023,12-09-2024,7.99,138,Drama,3,2,YES,811,37,Australia,Debit Card,Mandarin,36,3.6,NO,Paused,77,Smartphone,35-44,Evening
9121,Denise,18-06-2023,12-12-2024,7.99,178,Horror,1,4,NO,239,126,Canada,Cryptocurrency,English,86,3.9,NO,Paused,4356,Laptop,45-54,Evening
6471,Jennifer,28-12-2023,25-11-2024,7.99,105,Comedy,4,3,YES,49,71,Australia,Credit Card,French,8,3.6,NO,Expired,1989,Desktop,45-54,Afternoon
6601,Larry,23-05-2023,18-12-2024,7.99,283,Action,1,5,YES,407,15,France,Debit Card,French,26,3.1,YES,Expired,906,Smart TV,55+,Afternoon
4340,Makayla,18-03-2023,12-07-2024,15.99,154,Sci-Fi,4,5,YES,804,106,UK,PayPal,English,60,4.8,NO,Expired,4108,Laptop,55+,Late Night
5112,Juan,11-05-2024,14-12-2024,15.99,240,Horror,2,6,YES,564,121,USA,Cryptocurrency,Hindi,40,3.5,YES,Active,333,Smart TV,25-34,Evening
5700,Gregory,26-05-2023,12-09-2024,11.99,29,Sci-Fi,1,5,YES,625,165,France,Credit Card,Spanish,41,4.3,NO,Cancelled,3847,Laptop,18-24,Afternoon
8617,Ashley,14-10-2024,12-11-2024,15.99,202,Comedy,1,2,YES,260,53,Australia,Cryptocurrency,English,13,3.9,YES,Expired,1423,Laptop,55+,Evening
9149,Angelica,01-05-2023,17-12-2024,15.99,348,Documentary,2,6,YES,378,56,Australia,Debit Card,Spanish,9,4.5,YES,Paused,595,Smart TV,18-24,Afternoon
8651,Dawn,19-08-2024,26-11-2024,15.99,380,Romance,5,5,NO,334,175,France,Credit Card,German,69,3.1,NO,Paused,4445,Tablet,55+,Late Night
1495,Timothy,19-08-2024,22-11-2024,15.99,254,Romance,3,2,NO,544,89,France,Debit Card,English,97,3.1,NO,Paused,144,Smartphone,25-34,Late Night
7359,Kevin,20-03-2023,17-12-2024,15.99,477,Action,2,3,YES,899,97,USA,Credit Card,English,42,4.7,YES,Active,3428,Laptop,45-54,Morning
6525,Paul,25-01-2023,22-11-2024,15.99,385,Comedy,3,1,NO,807,188,USA,Credit Card,French,3,3.4,NO,Paused,4919,Tablet,35-44,Afternoon
7207,Christina,19-08-2024,17-12-2024,7.99,336,Sci-Fi,1,2,NO,235,25,Australia,Credit Card,French,31,3.9,NO,Cancelled,4905,Laptop,35-44,Late Night
2361,Karen,18-03-2023,25-11-2024,15.99,171,Action,2,3,NO,763,16,UK,PayPal,Spanish,17,3.4,YES,Expired,428,Tablet,25-34,Evening
8766,Anna,29-09-2023,27-11-2024,15.99,33,Documentary,1,4,YES,475,151,Canada,Credit Card,French,16,4.7,YES,Paused,1634,Smart TV,45-54,Late Night
7236,Mary,13-04-2024,12-10-2024,7.99,193,Romance,3,6,YES,453,113,UK,Cryptocurrency,French,74,3.5,YES,Cancelled,4085,Laptop,25-34,Evening
8605,Jessica,31-05-2023,12-01-2024,11.99,153,Horror,2,2,YES,40,106,India,Debit Card,French,44,4.4,YES,Cancelled,2790,Tablet,25-34,Afternoon
1055,Taylor,20-02-2023,12-12-2024,15.99,140,Horror,5,5,YES,112,30,France,Credit Card,Hindi,60,3.1,YES,Cancelled,2440,Desktop,35-44,Evening
7986,Douglas,23-01-2023,12-10-2024,15.99,196,Comedy,2,2,YES,102,66,Australia,Cryptocurrency,Spanish,11,3.7,NO,Active,2741,Tablet,45-54,Afternoon
6170,Sarah,21-06-2024,22-11-2024,15.99,298,Horror,5,1,YES,943,187,UK,Cryptocurrency,Spanish,60,3.7,NO,Cancelled,4338,Desktop,45-54,Late Night
7172,Felicia,07-09-2023,22-11-2024,11.99,477,Documentary,5,4,NO,426,137,France,Credit Card,Hindi,31,5,NO,Cancelled,2039,Smart TV,45-54,Morning
7408,Aaron,27-12-2022,24-11-2024,15.99,308,Romance,1,2,YES,202,12,India,Cryptocurrency,Spanish,21,4.5,NO,Active,2097,Desktop,25-34,Morning
7274,Joseph,04-12-2023,12-06-2024,11.99,193,Documentary,4,4,NO,364,181,France,Credit Card,English,51,4.7,NO,Cancelled,2384,Desktop,55+,Afternoon
6001,Vickie,09-02-2024,28-11-2024,15.99,420,Documentary,3,3,YES,562,67,USA,Debit Card,English,2,3.2,YES,Active,4159,Smart TV,45-54,Evening
9418,Stacey,21-07-2024,26-11-2024,7.99,128,Action,5,6,YES,481,128,India,Credit Card,German,89,3.3,YES,Active,2002,Tablet,18-24,Morning
9354,Timothy,21-07-2023,30-11-2024,11.99,133,Action,4,6,NO,469,182,Australia,PayPal,English,85,4.4,NO,Cancelled,782,Tablet,35-44,Afternoon
8122,Alison,09-11-2024,29-11-2024,15.99,413,Sci-Fi,5,2,NO,708,4,UK,Credit Card,French,62,4.3,YES,Cancelled,4056,Smartphone,55+,Evening
1765,Harold,16-09-2024,24-11-2024,11.99,28,Documentary,4,1,YES,990,88,UK,Credit Card,French,97,5,NO,Cancelled,1341,Tablet,35-44,Late Night
5352,Andrew,16-01-2024,14-12-2024,15.99,453,Drama,5,3,YES,236,121,USA,Cryptocurrency,Mandarin,1,3.7,NO,Paused,3028,Desktop,55+,Morning
7578,Stephanie,10-03-2023,12-03-2024,11.99,186,Drama,2,5,YES,784,29,USA,Debit Card,German,76,4.3,YES,Cancelled,4799,Desktop,18-24,Morning
8912,Scott,09-05-2024,21-11-2024,15.99,287,Romance,3,6,NO,714,3,India,Debit Card,Mandarin,45,4.3,YES,Active,4556,Tablet,45-54,Morning
6641,Ashley,20-07-2024,12-08-2024,7.99,45,Horror,4,3,NO,420,87,UK,Cryptocurrency,Mandarin,41,3.3,YES,Active,2965,Laptop,55+,Evening
9664,Rick,07-11-2023,22-11-2024,11.99,463,Comedy,5,4,NO,961,9,UK,Cryptocurrency,Spanish,62,3.4,YES,Cancelled,3556,Laptop,18-24,Evening
9134,Stephanie,26-01-2023,19-11-2024,15.99,241,Sci-Fi,1,5,YES,775,194,France,Debit Card,Hindi,94,3.1,NO,Active,2901,Laptop,55+,Morning
6663,Douglas,19-05-2024,12-07-2024,7.99,11,Documentary,4,1,YES,773,139,Germany,Debit Card,German,45,4.1,NO,Paused,3520,Tablet,55+,Evening
9800,Troy,31-12-2022,12-05-2024,15.99,123,Horror,1,1,YES,841,45,UK,PayPal,Hindi,76,4.3,YES,Paused,3983,Smartphone,35-44,Late Night
2363,Cindy,21-05-2023,12-01-2024,7.99,411,Documentary,3,2,YES,412,20,Australia,PayPal,Spanish,94,4.7,YES,Cancelled,4632,Smartphone,25-34,Evening
4875,Christopher,21-04-2024,23-11-2024,7.99,469,Comedy,2,1,NO,160,79,Germany,Debit Card,French,57,4.5,YES,Active,314,Smartphone,25-34,Late Night
8961,Nathan,07-09-2023,12-07-2024,11.99,120,Horror,3,6,NO,346,125,USA,Cryptocurrency,German,25,4.1,NO,Paused,4012,Desktop,25-34,Morning
1539,Linda,29-08-2024,29-11-2024,15.99,348,Drama,1,5,YES,266,94,Australia,Debit Card,English,82,4.3,YES,Expired,2356,Laptop,45-54,Morning
4037,Tina,30-11-2023,14-12-2024,11.99,103,Romance,4,4,NO,305,191,Canada,PayPal,French,98,4.7,YES,Cancelled,1824,Tablet,18-24,Afternoon
4239,Christopher,18-11-2024,23-11-2024,7.99,470,Comedy,2,3,NO,89,135,India,Debit Card,Mandarin,45,4.5,NO,Paused,4236,Smartphone,18-24,Morning
4364,Victor,27-10-2024,12-01-2024,7.99,241,Romance,3,6,NO,905,127,India,PayPal,Spanish,93,4,NO,Expired,2102,Desktop,35-44,Morning
8946,Judy,18-05-2024,14-12-2024,15.99,277,Romance,3,5,NO,959,174,USA,PayPal,French,51,3.4,YES,Expired,1876,Smartphone,25-34,Late Night
5911,Stephanie,01-02-2024,12-10-2024,7.99,158,Romance,3,1,YES,426,7,France,Cryptocurrency,French,36,3.6,NO,Expired,242,Tablet,55+,Morning
8033,Rhonda,18-01-2024,28-11-2024,15.99,23,Romance,1,1,NO,585,97,Australia,Debit Card,Hindi,23,3.4,YES,Active,4531,Tablet,25-34,Evening
6603,Amanda,30-01-2024,12-07-2024,11.99,200,Romance,4,5,NO,65,11,Australia,Cryptocurrency,French,30,3.2,YES,Active,959,Desktop,25-34,Afternoon
9630,William,06-01-2023,26-11-2024,7.99,264,Drama,5,6,NO,367,163,Germany,Cryptocurrency,French,88,3.5,YES,Expired,2156,Laptop,45-54,Late Night
1691,Elizabeth,09-04-2023,12-07-2024,11.99,309,Sci-Fi,4,4,NO,891,93,Canada,Cryptocurrency,Spanish,65,4,YES,Expired,1442,Smart TV,55+,Morning
5590,Jennifer,27-07-2024,15-12-2024,7.99,30,Documentary,2,6,NO,468,196,UK,PayPal,Hindi,52,4.5,NO,Expired,4586,Smartphone,18-24,Afternoon
8645,Daniel,17-04-2024,29-11-2024,11.99,289,Sci-Fi,4,3,YES,999,22,USA,PayPal,Mandarin,50,4.3,YES,Expired,4170,Smart TV,55+,Late Night
7663,David,05-05-2024,28-11-2024,7.99,432,Documentary,5,4,YES,263,55,France,Credit Card,English,22,3.5,YES,Paused,1294,Desktop,45-54,Morning
2647,John,23-07-2024,17-12-2024,7.99,393,Horror,4,2,YES,487,105,Canada,PayPal,French,99,3.4,NO,Paused,2460,Tablet,35-44,Morning
6539,Katherine,19-04-2024,12-01-2024,11.99,203,Horror,1,3,NO,961,41,Australia,Debit Card,German,76,4.2,YES,Cancelled,3276,Smart TV,55+,Late Night
3472,James,19-09-2023,23-11-2024,7.99,43,Comedy,4,1,NO,973,7,UK,Credit Card,Hindi,76,4.1,YES,Expired,941,Smartphone,55+,Morning
4314,Alicia,07-10-2023,15-12-2024,7.99,311,Romance,3,5,YES,724,191,USA,PayPal,Hindi,55,4.7,YES,Paused,4062,Smart TV,35-44,Morning
6739,Richard,30-07-2024,12-01-2024,11.99,23,Documentary,5,3,NO,725,168,USA,Debit Card,Hindi,25,3.6,YES,Cancelled,4322,Laptop,18-24,Late Night
6368,Robert,28-08-2023,14-12-2024,11.99,370,Comedy,3,4,YES,973,152,Canada,Credit Card,Hindi,98,3.1,YES,Paused,1456,Tablet,45-54,Afternoon
7309,Emily,30-06-2024,19-11-2024,15.99,343,Documentary,2,2,NO,830,172,Canada,Credit Card,German,99,4.9,NO,Active,1281,Smart TV,45-54,Morning
3976,Catherine,11-07-2023,12-03-2024,7.99,391,Sci-Fi,4,6,NO,726,176,Canada,Debit Card,French,65,3.8,NO,Expired,1926,Laptop,45-54,Afternoon
7230,Jeffrey,20-06-2024,13-12-2024,11.99,405,Drama,3,3,NO,90,151,Canada,Debit Card,German,64,4.1,NO,Cancelled,1368,Smart TV,35-44,Late Night
8888,Eric,22-04-2024,13-12-2024,15.99,14,Horror,5,1,NO,617,128,India,Debit Card,French,31,3.5,NO,Paused,571,Smartphone,35-44,Evening
1194,Richard,20-10-2024,12-02-2024,7.99,11,Horror,4,6,NO,246,96,France,PayPal,Spanish,56,4.6,YES,Active,3807,Laptop,55+,Morning
6983,Jennifer,28-08-2024,12-07-2024,11.99,335,Sci-Fi,1,2,YES,484,54,UK,PayPal,French,51,4,YES,Active,3424,Smartphone,45-54,Evening
1413,Charles,20-12-2022,30-11-2024,11.99,408,Sci-Fi,3,5,YES,418,198,USA,PayPal,Spanish,0,3,NO,Paused,1428,Smartphone,18-24,Afternoon
9509,Samantha,28-07-2024,26-11-2024,11.99,302,Action,2,2,NO,431,116,India,Debit Card,French,15,3.9,YES,Cancelled,2387,Smart TV,45-54,Morning
6330,Meghan,25-01-2024,12-04-2024,7.99,329,Sci-Fi,4,1,YES,973,163,USA,Cryptocurrency,English,78,4.2,YES,Expired,218,Tablet,18-24,Evening
2504,Calvin,22-08-2024,15-12-2024,11.99,328,Comedy,4,6,YES,858,159,UK,PayPal,German,75,4.6,YES,Expired,68,Smartphone,45-54,Afternoon
6593,Richard,13-08-2024,12-07-2024,11.99,353,Drama,3,6,NO,637,160,UK,Debit Card,English,67,5,YES,Cancelled,2749,Desktop,45-54,Late Night
9537,Richard,20-02-2024,20-11-2024,11.99,386,Comedy,3,3,NO,693,61,UK,Cryptocurrency,Hindi,48,3.8,NO,Cancelled,4942,Smart TV,35-44,Afternoon
9628,Maria,27-10-2023,12-11-2024,7.99,401,Comedy,5,6,NO,308,103,USA,Credit Card,Mandarin,98,3.1,YES,Expired,1813,Laptop,35-44,Morning
4024,Sarah,21-04-2023,12-07-2024,7.99,286,Drama,3,1,NO,843,26,UK,PayPal,German,11,3.5,NO,Active,318,Tablet,55+,Morning
5321,Joseph,30-12-2023,12-10-2024,7.99,20,Romance,5,2,NO,895,40,Canada,Cryptocurrency,English,97,3.8,NO,Cancelled,4216,Desktop,55+,Afternoon
3926,Sheri,20-11-2024,25-11-2024,7.99,167,Romance,3,1,YES,466,69,France,Cryptocurrency,Mandarin,86,4.3,NO,Active,3003,Smart TV,35-44,Evening
8738,Ashley,21-09-2024,29-11-2024,7.99,427,Romance,1,1,YES,886,17,UK,Debit Card,Mandarin,41,4.1,NO,Expired,342,Smart TV,45-54,Afternoon
2701,Victor,05-05-2024,12-01-2024,11.99,13,Drama,4,6,YES,537,121,Australia,Cryptocurrency,Spanish,17,3.1,YES,Expired,2124,Desktop,55+,Morning
5339,Tommy,19-02-2024,14-12-2024,15.99,53,Action,5,5,NO,524,161,France,Cryptocurrency,German,65,4.9,NO,Paused,1016,Desktop,45-54,Afternoon
1612,Trevor,23-05-2023,12-04-2024,7.99,197,Action,1,2,YES,409,22,India,Debit Card,German,64,4.3,YES,Expired,1925,Tablet,35-44,Morning
5407,William,13-10-2023,12-04-2024,7.99,429,Horror,3,5,NO,988,115,USA,Credit Card,Spanish,19,4.3,YES,Cancelled,3773,Laptop,25-34,Late Night
8225,Darrell,05-08-2024,24-11-2024,15.99,282,Horror,1,1,YES,386,177,Germany,PayPal,Spanish,17,3.4,YES,Expired,1231,Laptop,55+,Afternoon
4714,Dana,13-10-2024,20-11-2024,11.99,248,Sci-Fi,5,6,NO,996,24,Australia,Debit Card,German,53,3.3,YES,Expired,62,Desktop,25-34,Evening
3826,Richard,10-02-2024,16-12-2024,11.99,406,Documentary,3,3,NO,369,13,USA,Cryptocurrency,Mandarin,82,4.7,NO,Active,1580,Tablet,55+,Late Night
3781,Jasmine,17-12-2024,29-11-2024,15.99,249,Romance,1,4,YES,713,125,UK,PayPal,German,95,4.8,NO,Paused,74,Laptop,18-24,Morning
5635,Chelsea,18-10-2023,24-11-2024,7.99,12,Horror,2,4,NO,928,147,Australia,Debit Card,English,92,4.7,NO,Paused,3452,Tablet,25-34,Late Night
2291,Courtney,04-12-2023,12-01-2024,7.99,57,Action,2,6,YES,869,107,Australia,Credit Card,Spanish,67,4.3,NO,Expired,4792,Desktop,18-24,Afternoon
3119,Stacey,18-09-2024,13-12-2024,7.99,247,Romance,5,6,YES,563,185,Australia,Debit Card,Mandarin,3,4.8,NO,Active,4378,Smart TV,45-54,Evening
5280,Kristy,25-03-2023,29-11-2024,7.99,25,Horror,5,2,YES,429,138,Australia,Credit Card,English,40,3.5,NO,Cancelled,1713,Smartphone,55+,Late Night
2546,Terri,17-05-2023,12-03-2024,15.99,425,Comedy,3,6,NO,236,37,Australia,Debit Card,English,49,4,NO,Expired,1201,Smartphone,25-34,Evening
5975,Jessica,24-09-2023,17-12-2024,7.99,315,Documentary,2,5,YES,889,80,Germany,Credit Card,German,52,4.4,YES,Active,416,Smart TV,55+,Afternoon
9113,Aaron,13-09-2024,30-11-2024,7.99,466,Comedy,4,4,NO,785,12,UK,Debit Card,Spanish,94,4.9,NO,Active,17,Desktop,55+,Evening
6250,Madison,07-08-2024,22-11-2024,15.99,207,Sci-Fi,3,6,NO,909,164,Canada,Credit Card,Hindi,75,4.2,YES,Cancelled,4820,Laptop,45-54,Afternoon
6190,Alyssa,17-11-2024,12-08-2024,7.99,248,Drama,5,2,NO,142,22,USA,Debit Card,Mandarin,94,4.2,NO,Active,1758,Tablet,55+,Late Night
5713,Carlos,17-04-2024,24-11-2024,7.99,278,Drama,5,1,NO,743,180,USA,Cryptocurrency,Hindi,0,4.3,YES,Expired,2568,Desktop,45-54,Morning
1932,Scott,21-01-2024,17-12-2024,7.99,315,Documentary,1,2,NO,40,188,France,Debit Card,French,86,3.7,YES,Paused,4235,Smartphone,45-54,Late Night
6527,Debra,25-05-2023,23-11-2024,7.99,190,Romance,4,1,YES,400,151,Australia,PayPal,German,52,4.3,NO,Cancelled,3775,Desktop,55+,Late Night
9363,Ashley,10-05-2024,23-11-2024,11.99,190,Horror,2,1,NO,359,192,Germany,PayPal,English,38,4.4,YES,Paused,92,Smartphone,45-54,Afternoon
5019,Elizabeth,10-02-2024,12-12-2024,15.99,408,Documentary,4,3,NO,711,23,Germany,Credit Card,French,65,3.6,YES,Cancelled,72,Laptop,25-34,Evening
9258,Bianca,26-02-2024,12-06-2024,15.99,227,Documentary,2,1,NO,581,146,Germany,PayPal,Spanish,37,4.4,NO,Active,2488,Smartphone,18-24,Evening
7512,Joann,13-12-2023,24-11-2024,11.99,479,Comedy,2,4,YES,923,182,India,Debit Card,Hindi,14,4.9,YES,Cancelled,2666,Laptop,55+,Afternoon
8195,Gail,17-04-2023,20-11-2024,11.99,415,Drama,3,1,NO,381,78,Germany,Debit Card,Mandarin,84,4.4,YES,Expired,4221,Tablet,55+,Morning
8242,Daniel,19-12-2022,12-04-2024,11.99,204,Romance,4,4,YES,706,153,Canada,PayPal,Hindi,94,3.7,YES,Expired,4569,Smartphone,55+,Late Night
2220,Felicia,21-10-2023,28-11-2024,15.99,205,Comedy,3,1,YES,792,103,Germany,PayPal,Mandarin,24,3.9,YES,Active,2695,Laptop,55+,Evening
9308,Jennifer,30-09-2024,25-11-2024,11.99,64,Documentary,2,3,YES,221,4,USA,PayPal,Mandarin,88,3.7,YES,Paused,48,Tablet,18-24,Afternoon
3437,Susan,24-01-2023,12-05-2024,7.99,281,Sci-Fi,2,4,NO,770,74,Australia,Debit Card,German,12,4,NO,Cancelled,1526,Laptop,35-44,Late Night
8305,Ashley,26-01-2023,12-06-2024,11.99,78,Comedy,4,5,NO,914,22,France,Debit Card,German,14,4.5,NO,Expired,4934,Smartphone,35-44,Late Night
6773,Jeffrey,02-06-2024,29-11-2024,7.99,343,Drama,4,1,YES,492,187,USA,PayPal,French,75,4.9,YES,Expired,628,Desktop,45-54,Late Night
3010,Amanda,11-03-2024,24-11-2024,11.99,318,Sci-Fi,1,5,NO,925,191,Australia,PayPal,Mandarin,38,4.6,YES,Expired,167,Tablet,25-34,Afternoon
3622,Paul,16-08-2024,12-09-2024,7.99,444,Drama,3,5,NO,183,195,France,Cryptocurrency,Mandarin,36,4.7,NO,Paused,1309,Smart TV,25-34,Morning
6006,Mark,09-07-2024,19-11-2024,11.99,171,Horror,3,1,YES,889,54,France,Cryptocurrency,German,1,3.3,YES,Paused,710,Smartphone,45-54,Late Night
1338,Lisa,26-03-2023,12-02-2024,15.99,309,Romance,5,4,NO,174,172,Australia,Cryptocurrency,English,71,3.1,YES,Cancelled,106,Smart TV,55+,Morning
6722,Matthew,05-08-2023,27-11-2024,15.99,447,Comedy,5,2,NO,709,93,India,Debit Card,German,35,4.8,YES,Expired,2652,Smart TV,25-34,Evening
5871,Travis,13-07-2024,12-04-2024,7.99,120,Romance,3,5,YES,783,81,Canada,PayPal,Mandarin,52,4.3,NO,Expired,4879,Laptop,55+,Afternoon
9290,Reginald,11-09-2023,12-08-2024,15.99,168,Action,5,4,YES,304,196,USA,Debit Card,Spanish,44,4.1,NO,Cancelled,1426,Smart TV,35-44,Afternoon
8567,Jennifer,18-05-2024,13-12-2024,7.99,203,Sci-Fi,1,3,YES,738,96,Australia,Cryptocurrency,French,10,4,NO,Expired,1504,Laptop,18-24,Afternoon
5253,Debra,12-07-2023,24-11-2024,11.99,436,Comedy,5,5,YES,228,110,Australia,Cryptocurrency,Hindi,78,4.5,YES,Paused,1518,Desktop,35-44,Morning
8172,Ian,21-03-2024,17-12-2024,11.99,195,Romance,5,6,YES,997,107,Canada,Credit Card,French,78,4.9,NO,Paused,708,Tablet,45-54,Evening
2154,Cassie,12-11-2023,12-05-2024,7.99,454,Drama,5,1,YES,722,98,UK,Credit Card,Mandarin,36,3.4,NO,Paused,4651,Tablet,35-44,Evening
5013,Claudia,26-08-2023,24-11-2024,15.99,187,Drama,1,1,NO,316,10,UK,PayPal,English,8,4.7,NO,Paused,4397,Smartphone,55+,Late Night
4211,Kristina,10-07-2024,12-01-2024,7.99,277,Romance,1,3,YES,455,120,France,PayPal,Spanish,92,4.7,NO,Expired,1360,Laptop,18-24,Afternoon
4408,Melissa,28-09-2023,30-11-2024,7.99,257,Romance,3,6,YES,985,97,UK,Credit Card,Mandarin,88,3.9,YES,Active,4155,Desktop,18-24,Morning
8473,Desiree,25-02-2023,12-12-2024,11.99,12,Documentary,4,6,NO,718,100,France,Debit Card,Mandarin,24,4.1,NO,Expired,1289,Smartphone,18-24,Morning
7510,Audrey,15-01-2023,29-11-2024,7.99,362,Romance,2,4,YES,923,57,France,PayPal,German,38,4.8,NO,Expired,2922,Laptop,35-44,Afternoon
5376,John,04-07-2023,26-11-2024,7.99,89,Romance,2,4,YES,174,178,Germany,PayPal,French,7,3.7,NO,Active,28,Laptop,35-44,Morning
8005,Ryan,03-08-2023,14-12-2024,7.99,123,Documentary,5,5,YES,253,157,UK,PayPal,Spanish,85,4,NO,Paused,3083,Smart TV,45-54,Late Night
7439,Kim,25-08-2023,12-05-2024,15.99,427,Comedy,1,1,NO,479,98,USA,PayPal,English,18,3.8,YES,Expired,547,Tablet,55+,Late Night
3699,Lindsey,26-05-2023,24-11-2024,15.99,439,Romance,2,4,NO,932,98,France,Cryptocurrency,Hindi,58,4.9,NO,Cancelled,239,Tablet,35-44,Afternoon
3162,Michael,19-12-2022,13-12-2024,15.99,396,Horror,3,3,YES,175,17,USA,Credit Card,French,11,3.4,NO,Active,3516,Smartphone,35-44,Evening
8798,Pamela,20-04-2023,15-12-2024,15.99,453,Horror,5,2,YES,591,169,Canada,PayPal,English,72,4.1,YES,Cancelled,4031,Tablet,25-34,Evening
6400,Jonathan,27-02-2024,14-12-2024,11.99,356,Horror,3,2,YES,776,40,USA,Credit Card,Mandarin,56,3.4,YES,Paused,3408,Tablet,35-44,Evening
9404,Michael,09-10-2023,12-03-2024,15.99,192,Sci-Fi,1,3,YES,229,54,Germany,PayPal,Spanish,87,3.1,NO,Cancelled,3849,Smart TV,45-54,Afternoon
8151,Mark,22-06-2024,24-11-2024,11.99,483,Romance,3,6,NO,730,98,Canada,Cryptocurrency,Mandarin,29,3.8,NO,Cancelled,1813,Desktop,35-44,Evening
7742,James,27-09-2024,22-11-2024,11.99,17,Comedy,2,3,YES,312,114,USA,PayPal,German,15,3.6,YES,Paused,2084,Tablet,18-24,Morning
4553,Janet,15-06-2023,27-11-2024,7.99,272,Documentary,1,6,NO,356,126,India,Debit Card,Mandarin,40,4.3,YES,Cancelled,749,Smart TV,25-34,Morning
6919,Jane,25-02-2023,24-11-2024,7.99,195,Action,4,3,YES,49,30,Canada,PayPal,German,68,4.4,NO,Active,3157,Smart TV,18-24,Morning
7168,Tammy,01-10-2024,21-11-2024,11.99,416,Sci-Fi,3,1,YES,774,55,France,PayPal,French,41,3.3,NO,Active,173,Smartphone,18-24,Evening
6474,Christopher,31-10-2023,19-11-2024,15.99,459,Documentary,5,5,YES,961,173,UK,PayPal,German,92,3.7,NO,Active,2925,Desktop,55+,Late Night
